run,c8_over_f4_TeV4,c6_over_f2_TeV2,observable,no_daisy,with_daisy,relative_difference
run05,2.0,3.278787878787879,alpha,0.0458107515057773,0.040910469610472,-0.1069679438611112
run05,2.0,3.282828282828283,alpha,0.0464974787318038,0.041556870383612,-0.10625540315183746
run05,2.0,3.286868686868687,alpha,0.0472062450442557,0.0421852794843767,-0.10636231615481936
run05,2.0,3.290909090909091,alpha,0.0479404615682439,0.0428302468384078,-0.10659502563532149
run05,2.0,3.294949494949495,alpha,0.0487023089357497,0.043561589848793,-0.10555390903003328
run05,2.0,3.298989898989899,alpha,0.0495018749401109,0.0442773861866466,-0.10554122969655325
run05,2.0,3.3030303030303028,alpha,0.0502777440434967,0.0449468106452565,-0.10602968569210781
run05,2.0,3.307070707070707,alpha,0.0511904133139333,0.0457092459497772,-0.10707409863135853
run05,2.0,3.311111111111111,alpha,0.0520132825855855,0.0464132324064264,-0.10766577114114016
run05,2.0,3.315151515151515,alpha,0.0529183515369677,0.047278381114596,-0.10657872474413212
run05,2.0,3.319191919191919,alpha,0.0537012610515801,0.0479932759187641,-0.10629145426088739
run05,2.0,3.323232323232323,alpha,0.0546172075886534,0.0487794462016357,-0.10688502112712334
run05,2.0,3.327272727272727,alpha,0.0556314871834062,0.0496213388669424,-0.10803501076017452
run05,2.0,3.3313131313131312,alpha,0.0566274754874797,0.050434443322935,-0.10936444033981303
run05,2.0,3.3353535353535357,alpha,0.0578011772311633,0.0513897209092496,-0.11092259066407018
run05,2.0,3.33939393939394,alpha,0.0587743530976125,0.0522849280809799,-0.1104125298640882
run05,2.0,3.3434343434343434,alpha,0.0600410858728791,0.0531979148615317,-0.11397480428378633
run05,2.0,3.3474747474747475,alpha,0.0610939179729188,0.0542209162995218,-0.11249895081935338
run05,2.0,3.351515151515152,alpha,0.0622825379246409,0.0552641767872906,-0.11268585660144748
run05,2.0,3.355555555555556,alpha,0.0635710565329164,0.0563505484345454,-0.1135816909796411
run05,2.0,3.35959595959596,alpha,0.064961732150597,0.057475404466329,-0.11524211926666128
run05,2.0,3.3636363636363638,alpha,0.0662894695209472,0.0586880432253191,-0.11467019347961574
run05,2.0,3.367676767676768,alpha,0.0677083548484894,0.0600625522413321,-0.11292258723855088
run05,2.0,3.3717171717171714,alpha,0.0692142996807873,0.0614080775364653,-0.11278337251585119
run05,2.0,3.3757575757575755,alpha,0.070801591778997,0.0625419963401913,-0.11665832972495235
run05,2.0,3.37979797979798,alpha,0.0723633809471471,0.0639322790924992,-0.11651061274770769
run05,2.0,3.0,beta_over_H,1427.536160543459,1401.5413770809837,-0.018209544655302504
run05,2.0,3.004040404040404,beta_over_H,1269.185735250024,1240.6314796755564,-0.02249809053270087
run05,2.0,3.008080808080808,beta_over_H,1579.7592647260833,1437.8552723034088,-0.08982633974125129
run05,2.0,3.012121212121212,beta_over_H,1269.525340480025,1537.0294998571956,0.21071194945665556
run05,2.0,3.0161616161616163,beta_over_H,1266.8406804090705,1516.776457368955,0.19729061501180942
run05,2.0,3.0202020202020203,beta_over_H,1282.5799034070471,1092.2238365902615,-0.14841653631958798
run05,2.0,3.0242424242424244,beta_over_H,1214.5922023907806,1281.002137168315,0.054676734007360034
run05,2.0,3.0282828282828285,beta_over_H,1523.7713588584209,1162.4225764362516,-0.23714107784050004
run05,2.0,3.0323232323232325,beta_over_H,1338.848295030189,1049.760271736472,-0.21592291252624593
run05,2.0,3.036363636363636,beta_over_H,1272.1491806999718,1271.8117628403386,-0.00026523450610371746
run05,2.0,3.04040404040404,beta_over_H,1288.4078739280794,1284.5244299980436,-0.00301414172376642
run05,2.0,3.0444444444444443,beta_over_H,1382.395237486087,1090.3394067986933,-0.21126796647426457
run05,2.0,3.0484848484848484,beta_over_H,1333.6049540559925,1076.1238785155194,-0.19307147499518248
run05,2.0,3.0525252525252524,beta_over_H,1134.3471678620438,1488.550638254573,0.3122531447406113
run05,2.0,3.0565656565656565,beta_over_H,1073.3780035266825,990.6802586183755,-0.07704438197596362
