Lambda_GeV,C,include_daisy,phi_limit_GeV,status,output_dir,Tn_GeV,Tc_GeV,Ts_false_GeV,Ts_true_GeV,Tc_minus_Tn_over_Tc,S3_over_Tn,phi_true_Tn_GeV,phi_false_Tn_GeV,vTn_over_Tn,alpha,beta_over_H,omega_total_peak,f_total_peak_mHz,transition_error
1000.0,3.729090909090909,False,517.843482393508,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f517p843_mh125_Glauber_C3p72909_Lambda1000,65.25607463594598,81.22272938009733,51.8155503906209,91.99199218749973,0.1965786531185419,139.97430773647713,237.26395606627065,-0.0002947116400121053,3.635890718066192,0.05456631458832727,742.5219322175635,2.465840913163975e-15,9.33200535103738,
1000.0,3.7312121212121214,False,517.6962632057729,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f517p696_mh125_Glauber_C3p73121_Lambda1000,64.94382790831689,81.0829993163219,51.41082812499586,91.92974218749973,0.19904507164372023,140.00239449849744,237.42126425730714,-0.0003292924702042539,3.655794120920647,0.05554190972301594,805.873284699274,2.195540013627243e-15,10.077112648825867,
1000.0,3.7333333333333334,False,517.5491695067657,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f517p549_mh125_Glauber_C3p73333_Lambda1000,64.63305721097191,80.94284762244686,51.01126093749584,91.86700585937474,0.20149761085193105,140.03387794949046,237.5755261008632,-0.00030863348042384117,3.675758758020394,0.056531007118028734,852.2030896760217,2.0585906819183867e-15,10.55243763123881,
1000.0,3.7354545454545454,False,517.4022011183114,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f517p402_mh125_Glauber_C3p73545_Lambda1000,64.3133241649057,80.80227059213081,50.592581054683315,91.80475585937474,0.20406538462832435,139.92846059949164,237.7315642342129,-0.00029795452141187593,3.6964589736435602,0.05757791057254385,810.0437925737509,2.393179736097488e-15,10.077112648825867,
1000.0,3.7375757575757578,False,517.2553578625888,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f517p255_mh125_Glauber_C3p73758_Lambda1000,63.98075963508044,80.66126447714444,50.11019218749577,91.74250585937475,0.20679696692320593,139.99202232020878,237.89148543293794,-0.00030201090932975675,3.718172256624831,0.058702360982929525,927.2444720141235,1.9236681005510567e-15,11.39498947221261,
1000.0,3.7396969696969697,False,517.1086395621297,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f517p109_mh125_Glauber_C3p7397_Lambda1000,63.65666547090033,80.51982551129187,49.71193808593325,91.68025585937474,0.2094286709305735,140.08974693553463,238.0450250784244,-0.0002943857138364328,3.7395145240091634,0.05981420744981071,911.5790892913247,2.0925824689506846e-15,11.22126196879453,
1000.0,3.741818181818182,False,516.9620460398185,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f516p962_mh125_Glauber_C3p74182_Lambda1000,63.33895698585259,80.37794988133489,49.28187812499571,91.61800585937475,0.2119859105717131,139.85142315489512,238.19301449853253,-0.0003270315631053377,3.760608412793021,0.06092105096067038,747.4802693902493,3.268486254527977e-15,9.049623796282821,
1000.0,3.743939393939394,False,516.8155771188904,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f516p816_mh125_Glauber_C3p74394_Lambda1000,62.99525143023342,80.23563372628799,48.852061328120655,91.55624218749973,0.21487189039806912,140.0637847095508,238.3509609967138,-0.0003218294756710955,3.7836337753280502,0.06217146853084622,867.90036409221,2.559340453927825e-15,10.55243763123881,
1000.0,3.746060606060606,False,516.6692326229311,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f516p669_mh125_Glauber_C3p74606_Lambda1000,62.661634294991195,80.09287313282991,48.39447519530813,91.49399218749974,0.21763782663820663,140.00723939423352,238.5019607147987,-0.0003028752299775497,3.806188003204748,0.0634034498091975,925.0452945471916,2.373540089485683e-15,11.050183107177936,
1000.0,3.7481818181818185,False,516.5230123758757,transition_error,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f516p523_mh125_Glauber_C3p74818_Lambda1000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,"IntegrationError(""findProfile: failed to bracket a solution within the iteration cap. Last event='undershoot', bracket=[426.355, inf]."")"
1000.0,3.7503030303030305,False,516.3769162020085,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f516p377_mh125_Glauber_C3p7503_Lambda1000,61.9777795799701,79.8060026653582,47.51188691405806,91.37046484374974,0.2233945128181053,139.93593812564163,238.80357638336642,-0.00034076168663861204,3.853051496871351,0.06603436342000796,805.4579108018037,3.48776928001054e-15,9.623198249142845,
1000.0,3.7524242424242424,False,516.2309439259606,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f516p231_mh125_Glauber_C3p75242_Lambda1000,61.63218353146455,79.66188467059737,47.03163789062051,91.30821484374974,0.22632782558039902,140.03088066146768,238.95209765916925,-0.00032347711312288597,3.877066882389119,0.06741520510275271,797.670222861638,3.7565428819551195e-15,9.47648339602273,
1000.0,3.754545454545455,False,516.0850953727104,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f516p085_mh125_Glauber_C3p75455_Lambda1000,61.27454266680479,79.51730602822163,46.56349843749549,91.24693749999976,0.22941878029598065,139.98160419467712,239.10323620871952,-0.0002968796359556117,3.9021627221095954,0.06889203373195818,626.8456299727371,6.441479367327467e-15,7.411251927676268,
1000.0,3.756666666666667,False,515.9393703675823,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f515p939_mh125_Glauber_C3p75667_Lambda1000,60.91643489775199,79.37226256212143,46.08446523437045,91.18468749999975,0.23252238336943992,139.99352838850638,239.25247443416964,-0.00034178563591223356,3.9275521431244957,0.07040882752449175,791.3217428333421,4.2808400426748305e-15,9.189730011909294,
1000.0,3.758787878787879,False,515.7937687362456,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f515p794_mh125_Glauber_C3p75879_Lambda1000,60.55383457030682,79.22675003590254,45.59541367187042,91.12341015624976,0.2356895298258968,139.99668211313318,239.40069696417245,-0.00031556168437079865,3.953518363667179,0.07198885809119042,691.4878398994636,5.943901990919292e-15,8.00299804111444,
1000.0,3.760909090909091,False,515.6482903047139,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f515p648_mh125_Glauber_C3p76091_Lambda1000,60.185052736903636,79.08076415259553,45.00958281249537,91.06164648437476,0.23894194268571337,139.98571794265692,239.54906212550486,-0.0003343514491902875,3.9802085606318776,0.07364485710816973,601.8119946368354,8.330949358149929e-15,6.969516793537952,
1000.0,3.763030303030303,False,515.502934899344,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f515p503_mh125_Glauber_C3p76303_Lambda1000,59.808443955485785,78.9343005445951,44.481819531245335,91.00036914062477,0.2423009573424152,139.96287162936426,239.69706120147893,-0.0003095054285418311,4.0077461533672505,0.07539027708873179,656.9362730507584,7.434427794607368e-15,7.525992880893312,
1000.0,3.765151515151515,False,515.3577023468353,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f515p358_mh125_Glauber_C3p76515_Lambda1000,59.43296730339199,78.7873547764356,43.90255410155777,90.93860546874976,0.24565347482426572,140.01247418160816,239.84246698980547,-0.0003381020835687744,4.035512239620536,0.07717731343535938,676.8177456546074,7.446797790215283e-15,7.760831545860945,
1000.0,3.7672727272727276,False,515.2125924742285,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f515p213_mh125_Glauber_C3p76727_Lambda1000,59.04358839484312,78.63992238317653,43.29692968749522,90.87732812499976,0.24919065780417987,140.11698737091587,239.99076220028053,-0.00032803901386228206,4.064637138843705,0.0790988181910657,651.0103832705714,8.582839382894256e-15,7.411251927676268,
1000.0,3.7693939393939395,False,515.0676051089054,FOPT_with_nucleation,03_Glauber_pure_C_scan\no_daisy\results_eft68_c6f20_c8f40_f515p068_mh125_Glauber_C3p76939_Lambda1000,58.658118125687295,78.49199885171669,42.73609609374519,90.81605078124976,0.25268665617114183,140.01846448366925,240.13398937540745,-0.0003082465620992697,4.093789522208505,0.08105163943610738,508.4968175917647,1.499081056285003e-14,5.707733927270761,
