run,c8_over_f4_TeV4,include_daisy,c6_over_f2_TeV2,beta_over_H_raw,beta_over_H_best_fit,fit_degree
run05,0.0,True,3.288888888888889,887.5786106973724,934.3695437589408,1
run05,0.0,True,3.2929292929292933,1051.3561711332052,920.4892557603022,1
run05,0.0,True,3.2969696969696973,912.5413061853108,906.8151628332088,1
run05,0.0,True,3.3010101010101014,988.0501473204693,893.3442018994643,1
run05,0.0,True,3.305050505050505,796.4949249134984,880.0733553836493,1
run05,0.0,True,3.309090909090909,787.3465416511274,866.9996505371599,1
run05,0.0,True,3.313131313131313,877.0446717557855,854.1201587723046,1
run05,0.0,True,3.317171717171717,751.2437206889023,841.4319950062763,1
run05,0.0,True,3.3212121212121213,721.4478897486765,828.9323170148791,1
run05,0.0,True,3.3252525252525253,930.6936778412976,816.6183247958501,1
run05,0.0,True,3.3292929292929294,837.6214433401329,804.4872599416466,1
run05,0.0,True,3.333333333333333,962.0816101734372,792.5364050215452,1
run05,0.0,True,3.337373737373737,764.7041087968583,780.763082972916,1
run05,0.0,True,3.3414141414141416,712.922431177065,769.1646565015516,1
run05,0.0,True,3.3454545454545457,853.2422068710849,757.7385274908977,1
run05,0.0,True,3.3494949494949497,638.4410399659852,746.4821364200529,1
run05,0.0,True,3.353535353535354,512.9613293114967,735.3929617904242,1
run05,0.0,True,3.357575757575758,779.2998942148017,724.4685195608985,1
run05,0.0,True,3.361616161616162,753.3004728840115,713.7063625913997,1
run05,0.0,True,3.3656565656565656,922.0906903030084,703.1040800947176,1
run05,0.0,True,3.3696969696969696,899.5665658173333,692.6592970964713,1
run05,0.0,True,3.3737373737373737,700.6198087365382,682.3696739031086,1
run05,0.0,True,3.3777777777777778,601.7012229139099,672.2329055777961,1
run05,0.0,True,3.381818181818182,696.0889003188246,662.2467214241004,1
run05,0.0,True,3.385858585858586,935.3872261277066,652.4088844773391,1
run05,0.0,True,3.38989898989899,914.2154366691054,642.7171910034856,1
run05,0.0,True,3.393939393939394,737.04224688156,633.1694700055225,1
run05,0.0,True,3.397979797979798,762.3601873899873,623.7635827371234,1
run05,0.0,True,3.402020202020202,512.9641239139554,614.4974222235616,1
run05,0.0,True,3.4060606060606062,725.2490251482868,605.3689127897346,1
run05,0.0,True,3.4101010101010103,707.4405260536523,596.3760095952015,1
run05,0.0,True,3.4141414141414144,827.6499486635013,587.5166981761256,1
run05,0.0,True,3.4181818181818184,682.9836136288824,578.7889939940238,1
run05,0.0,True,3.4222222222222225,409.9736792679162,570.1909419912158,1
run05,0.0,True,3.4262626262626266,517.2810809790604,561.7206161528825,1
run05,0.0,True,3.43030303030303,505.86151979032695,553.3761190756261,1
run05,0.0,True,3.4343434343434343,647.6033098073729,545.1555815424375,1
run05,0.0,True,3.4383838383838383,199.0301016647275,537.0571621039861,1
run05,0.0,True,3.4424242424242424,355.1901242085336,529.0790466661202,1
run05,0.0,True,3.4464646464646465,439.4442865815525,521.2194480835004,1
run05,0.0,True,3.4505050505050505,460.0649469131379,513.4766057592684,1
run05,0.0,True,3.4545454545454546,398.8758440577983,505.8487852506616,1
run05,0.0,True,3.4585858585858587,642.4843853945272,498.3342778804897,1
run05,0.0,True,3.4626262626262627,749.4983870402573,490.9314003543796,1
run05,0.0,True,3.466666666666667,426.50543918104,483.6384943837075,1
run05,0.0,True,3.470707070707071,463.6508388647987,476.4539263141325,1
run05,0.0,True,3.474747474747475,336.70698266349325,469.3760867596484,1
run05,0.0,True,3.478787878787879,608.8590825389346,462.40339024207145,1
run05,0.0,True,3.482828282828283,349.23016402329426,455.53427483588445,1
run05,0.0,True,3.486868686868687,529.2313688832404,448.7672018183543,1
run05,0.0,True,3.490909090909091,516.5240856679579,442.1006553248515,1
run05,0.0,True,3.4949494949494957,308.4552824844451,435.53314200928514,1
run05,0.0,True,3.4989898989898998,347.4214268101363,429.0631907095877,1
run05,0.0,True,3.503030303030303,636.2024470880692,422.68935211816313,1
run05,0.0,True,3.507070707070707,307.79263580348965,416.4101984572303,1
run05,0.0,True,3.511111111111111,395.699707640984,410.22432315900056,1
run05,0.0,True,3.515151515151515,367.97292436014095,404.1303405505921,1
run05,0.0,True,3.519191919191919,391.6212121781039,398.1268855436329,1
run05,0.0,True,3.5232323232323237,369.3888754134822,392.21261332847064,1
run05,0.0,True,3.527272727272728,364.3036861555421,386.3861990729324,1
run05,0.0,True,3.5313131313131314,366.6252154746013,380.64633762554917,1
run05,2.0,False,3.0,1427.536160543459,1384.0213756512558,1
run05,2.0,False,3.004040404040404,1269.185735250024,1365.6002945270634,1
run05,2.0,False,3.008080808080808,1579.7592647260833,1347.424394753213,1
run05,2.0,False,3.012121212121212,1269.525340480025,1329.490413009046,1
run05,2.0,False,3.0161616161616163,1266.8406804090705,1311.7951294081324,1
run05,2.0,False,3.0202020202020203,1282.5799034070471,1294.3353669201601,1
run05,2.0,False,3.0242424242424244,1214.5922023907806,1277.1079908005333,1
