run,Lambda_GeV,C,f_peak_no_daisy_mHz,f_peak_with_daisy_mHz,f_peak_relative_difference,omega_peak_no_daisy,omega_peak_with_daisy,omega_peak_relative_difference
run03,2000.0,6.565151515151515,11.22126196879453,11.39498947221261,0.015481993371262784,1.677849851199634e-15,1.3936247914241737e-15,-0.1693983878070164
run03,2000.0,6.56939393939394,11.571406623687016,11.050183107177936,-0.04504409303551046,1.624286750242014e-15,1.5053597596361005e-15,-0.07321797742190148
run03,2000.0,6.573636363636364,12.117215611000251,10.391555635768707,-0.14241390354273759,1.5261072468435172e-15,1.7687355766049914e-15,0.15898511081924807
run03,2000.0,6.577878787878788,10.715810400696313,11.571406623687016,0.07984428531276616,2.077466124722661e-15,1.5163445266878078e-15,-0.27009903620438686
run03,2000.0,6.582121212121212,10.55243763123881,10.881712506287604,0.031203678861273565,2.2013400622921213e-15,1.748078984546659e-15,-0.20590234353592293
run03,2000.0,6.586363636363637,8.510236278416366,11.22126196879453,0.31856056655604936,3.528284932123483e-15,1.7056320136888464e-15,-0.5165832560290647
run03,2000.0,6.590606060606061,11.571406623687016,10.077112648825867,-0.12913676128209725,1.963191038417659e-15,2.2044381857632177e-15,0.12288521220023749
run03,2000.0,6.594848484848486,9.47648339602273,10.391555635768707,0.0965624273799744,3.0752536007817357e-15,2.151610208617355e-15,-0.3003470646874744
run03,2000.0,6.6033333333333335,9.47648339602273,8.00299804111444,-0.15548862308213507,3.306818555665797e-15,4.0305629206219096e-15,0.2188642505698029
run03,2000.0,6.611818181818182,8.775786958281639,8.641991700066688,-0.015245955587913328,4.258096823562292e-15,3.706528864872324e-15,-0.12953391656992203
run03,2000.0,6.616060606060606,9.772184540646425,9.189730011909294,-0.059603308381505626,3.5732818114793446e-15,3.4204555698856538e-15,-0.04276915442345714
run03,2000.0,6.620303030303031,8.380489594072982,9.47648339602273,0.13077920921528,5.032100011298938e-15,3.364135516168373e-15,-0.331464893659777
run03,2000.0,6.624545454545455,7.411251927676268,7.760831545860945,0.047168767381826765,6.737511367559836e-15,5.2457709317302866e-15,-0.221408225448356
run03,2000.0,6.628787878787879,6.969516793537952,7.525992880893312,0.07984428531276615,8.002566833321539e-15,5.846359526711492e-15,-0.26943946255242873
run03,2000.0,6.633030303030304,7.186991357381771,9.189730011909294,0.27866161999353267,8.064318065125428e-15,4.140098984754476e-15,-0.48661511719651107
run03,2000.0,6.637272727272728,7.525992880893312,7.88098468840946,0.04716876738182774,7.637663769539232e-15,5.9503900149271345e-15,-0.22091490349985485
run03,2000.0,6.641515151515152,7.411251927676268,7.411251927676268,0.0,8.195394456567963e-15,6.9737264016814236e-15,-0.14906763321287952
run03,2000.0,6.65,4.603122618001695,8.127462558850707,0.7656411165468794,2.362165559940077e-14,6.509663647837646e-15,-0.7244196698895745
